202111,3,43171.49
202111,6,35286.81
202111,1,36559.69
202111,2,31139.32
202112,5,26696.12
202112,4,36303.6
202112,3,40530.69
202112,6,35101.26
202112,1,22364.0
202112,2,40173.65
